id	label
Q67488	Christina Schwanitz
Q2026801	Fantômas
Q4656289	A Day at the Beach
Q3646297	Alfred Lennon
Q12790536	Gustav Sprick
Q7411948	Samuel L. Kountz
Q6513474	Lee Dong-sik
Q846320	Northwestern Province
Q2409672	Cruel Jaws
Q1457450	Grandia II
Q4729957	All for Mary
Q96184	Max Gülstorff
Q3930043	Randy Coffield
Q431140	Hocus Pocus
Q3559410	Vince Coleman
Q66734	Klaus-Jürgen Wrede
Q4875682	Beach Blanket Bingo
Q7828307	Totems
Q685245	The Fabulous Baker Boys
Q2836533	Alice Bailly
Q3051619	Élodie Frenck
Q41322	Edward de Bono
Q4795017	Arnold Doren
Q5213838	Dan Kwong
Q776817	9448 Donaldavies
Q2709504	The Beaches of Agnès
Q7124152	Pagamsuren Altantuga
Q7326038	Richard Grayson
Q1246284	Dorothea Störr-Ritter
Q8030120	Wolfgang Rust
Q1591021	Allan Arenfeldt Olesen
Q15116748	Pumpkin
Q7173833	Peter Elkas
Q1132731	Weierstrass
Q1550383	Ozric Tentacles
Q331182	William Lewis Dayton
Q1344191	Louis Antoine Fauvelet de Bourrienne
Q1278633	Ebenezer Elmer
Q69485	Martin Scherber
Q316231	Scott Grimes
Q1747682	Sturdivant Hall
Q494364	The Bow
Q4425773	Boris Sobinov
Q75853	Jorge Rafael Videla
Q4761303	Andy Seigle
Q6730826	Magic Seeds
Q40949	American Revolutionary War
Q3323977	Antonio Calderón
Q4656592	A Dream of Wessex
Q5365578	Elliot W. Eisner
Q1172875	Four Friends
Q148163	zarzuela
Q7898254	Upendranath Brahmachari
Q2457109	Silentium
Q490784	Dawson County
Q1050114	Cat Scratch Fever
Q5582384	Good-Time Girl
Q1920221	Menaḥem ben Shelomoh Meʾiri
Q189117	Jan Matejko
Q506586	Newark
Q390949	Angela Smith
Q10496605	Dražen Podunavac
Q17310227	Almut Berg
Q3563142	Vortex
Q658416	3635 Kreutz
Q451250	The End of Violence
Q1689499	Jin-Roh: The Wolf Brigade
Q607278	Pietro Gori
Q1978440	Aleksander Tõnisson
Q7065742	Now That's What I Call Music 11
Q2039052	Bathurst-class corvette
Q8663	Korean War
Q8009735	William Gay
Q5487281	Frank Hoffman
Q7608695	Stephen Benedict Grummond
Q1838622	Nothing Personal
Q6817891	Mera Shikar
Q1218571	Green Hell
Q3014543	Daniel Peixoto
Q6766286	Marjorie Housepian Dobkin
Q874181	Michael Kehlmann
Q302970	Vasily Radlov
Q3606213	Afonso Álvares
Q4662684	Aasai
Q16998136	Moshi Monsters: The Movie
Q4772709	Anthony Herrera
Q5498542	Frederick Peters
Q3035154	Dominique Fidanza
Q7976081	Wayne Carlander
Q245389	Zygmunt Solorz-Żak
Q2488351	Ričardas Beniušis
Q1352483	Vyacheslav Prokopovych
Q887376	The Cult
Q368583	Leopold Auer
Q23728	Larry David
Q965763	Mick Lally
Q5107773	Roy Brown
Q2342818	Carter's Army
Q768067	Ma Zengyu
Q7140852	Parts per Billion
Q3048526	Julio Lugo
Q4728543	All Aglow Again!
Q4637593	41
Q7352800	Robin Squire
Q4679404	Adam Lewis
Q884652	John N. Dempsey
Q7112087	Outing Riley
Q7921842	Vern Den Herder
Q7111404	OutNumbered!
Q16013659	Houn Jiyu-Kennett
Q44086	Carl Orff
Q786	Dominican Republic
Q5515946	Gabriela Bustelo
Q1070457	Plastic Tree
Q3934102	Rhinoplasty
Q2842896	American Crime
Q3575284	Zero Woman: Assassin Lovers
Q1026590	Mario's Super Picross
Q1248593	Little Angel
Q334147	Julius Evola
Q941465	Pak Li-sup
Q202440	Atlantic Records
Q5321518	E-mail Surveillance
Q178180	Orduspor
Q16973923	Divorce Corp
Q128309	drum kit
Q859567	Tiris Zemmour Region
Q7602070	Starlight
Q2458858	Twisted Metal: Small Brawl
Q109225	Horst Bollmann
Q6104500	J. A. Folger
Q5212990	Damul
Q4542221	(21152) 1993 MB1
Q16149566	Franco Amoroso
Q7622974	Street Trace NYC
Q3897727	Patrick Cobbs
Q5248360	Deborah Reber
Q2709059	30840 Jackalice
Q530949	Kendra Kassebaum
Q16185564	John Saint Ryan
Q934345	L. Q. Jones
Q2300959	Scarsdale
Q7364274	Ron Porter
Q495426	Ceyhun Eriş
Q3499243	Steven Kaplan
Q816610	Ben Tatar
Q418605	Musashi
Q3597013	11161 Daibosatsu
Q320259	Kevin Connor
Q1394956	Walter Murch
Q44989	Tulsa
Q1526390	Lloyd Parks
Q438476	alternative country
Q8006640	William Caunitz
Q3530637	Anu Hasan
Q6299438	Juan Carlos Vellido
Q4866982	Basic Love
Q332169	Troy Brown
Q17035571	Loud, Wild and Heavy
Q5312913	Duke Worne
Q3644473	Brian Koppelman
Q6378109	Katsuji Miyazaki
Q5405813	The Boogeyman
Q1193106	Randall Garrett
Q4796865	Art Herring
Q3109209	Hanabusa Itchō
Q1158692	Gabriele Santini
Q1417638	Hyaena
Q2436524	The Mo
Q6426181	Koi Aap Sa
Q3763642	Gianni Solaro
Q3241543	Andy Warhol
Q3589	The Manchurian Candidate
Q75594	Paul Baltes
Q3127089	Hanuman
Q7722399	The Chicago Sound
Q5486759	Frank Gaffney
Q1441735	Francis S. Bartow
Q6222819	John Brackenridge
Q4707198	Alan M. Wilner
Q1577918	Hans-Martin Schlebusch
Q4707209	Alan MacNaughtan
Q329508	Nicolas Maurice Arthus
Q54111	Neoclassical architecture
Q2709671	Breath of Fire: Dragon Quarter
Q16194656	James Lisney
Q17427	Chinese Communist Party
Q53004	Vittorio De Sica
Q7301235	Reality Bites Back
Q7760256	The Rerun Show
Q773069	Gaby: A True Story
Q1421054	The Foundations
Q956612	Grass Range
Q3126838	Hannah Cowley
Q1938263	Mirko Boland
Q558416	Tim LaHaye
Q16059161	Humphrey Osbaldston Brooke Firman
Q333849	António Lobo Antunes
Q5306264	Dream
Q2101188	Pole Poppenspäler
Q4898909	Betty Luster
Q742363	János Csonka
Q11429286	Toshiki Masuda
Q7200	Alexander Pushkin
Q3561391	Viva
Q2329917	Two Eyes Staring
Q3057494	Errikos Thalassinos
Q750163	Emotional Arithmetic
Q336286	defender
Q561401	Spike Milligan
Q1835069	Maria Mironova
Q23261	Hideaki Anno
Q4036613	Counter-Strike Online 2
Q5128909	Claude Jonnard
Q19999851	Street of Missing Men
Q4907694	Puffin Books
Q6214453	Joey Levine
Q721500	The Outer Limits
Q2552385	Graduated Fool
Q588526	Splatterhouse
Q2573669	Marc van Uchelen
Q736887	Virtua Tennis 4
Q1848718	Strange Circus
Q14951436	Patrick Afif
Q2370587	Marijana Mišković
Q11865151	Ismo Kallio
Q6220402	John Baker
Q71960	Save the Last Dance
Q7801402	Tiger Eyes
Q373343	Leon Breeden
Q2998909	Country Teasers
Q67777	Princess Elisabeth Sophie of Saxe-Altenburg
Q3350647	Oliver Dickinson
Q12508789	Robert Syarif
Q6932989	Muhannad Naim
Q5181172	Craig M. Johnson
Q1079055	Nihon Chinbotsu
Q5494274	Freakshow
Q397125	Ștefan Kovács
Q5073304	Chapman Pincher
Q1634476	Last Holiday
Q983537	Hank Johnson
Q3489273	Soldier Boy
Q314597	Proof
Q935487	Lachezar Baltanov
Q4902422	Biagio Ciotto
Q6270547	Jon Crowcroft
Q184194	Mensa International
Q230636	Geraldine Chaplin
Q2006157	Nicolás Freitas
Q3802506	Isidro Sánchez García-Figueras
Q707711	Tilo Wolff
Q5217206	Daniel Freyberg
Q718368	Ruggiero Ricci
Q1646556	Pavel Gintov
Q983249	Michel Faber
Q4948686	Maria Franck
Q6579826	Pakorn Chatborirak
Q355130	Richard Petty
Q7701425	Tequila
Q1191106	The Banger Sisters
Q6194937	Jim Ferguson
Q3927037	Quando verrà Natale
Q1655494	Ian Duncan
Q6524635	Leon Ford
Q384452	Bellamy Young
Q51506	Richard Attenborough
Q7505974	Shyamaprasad
Q1032540	Canal+
Q2006056	The Fifth Cord
Q1138078	Yukihiko Tsutsumi
Q3275489	Madden NFL 97
Q6388111	Ken McDonald
Q2597158	Drohobych Raion
Q6158901	Japanese occupation of Attu
Q10294070	Havana Ginger
Q317583	Gerald Wallace
Q6384589	Keith Keane
Q133544	John Logie Baird
Q280898	The Dark Tower
Q2355882	Stuart Cable
Q7721786	The Cave Singers
Q9576	James Callaghan
Q6540281	Liars in Love
Q4045499	Nosferatu: The Wrath of Malachi
Q749029	Christian Estrosi
Q172484	Nesterov
Q6490390	Larry Goldenberg
Q361676	Younes El Aynaoui
Q5495749	Fred LeRoy Granville
Q4690413	Q4690413
Q1305386	Dreams from My Father
Q3764358	Marri Chenna Reddy
Q969298	Sebastian Junger
Q1008520	Gatlinburg
Q193840	asphyxia
Q5002397	Butch Huskey
Q6952641	NBA 06
Q2562283	Werner Pledath
Q2900926	Bibb Falk
Q4542204	(21063) 1991 JC2
Q6448651	Kutumb
Q269338	Josefa de Óbidos
Q2528937	Kazuaki Kiriya
Q3045532	Dinos Katsouridis
Q124134	Marion Caspers-Merk
Q7752757	The Music Tapes
Q1177073	György Miklósy
Q5382150	Ephedra trifurca
Q4864130	Barry Cowdrill
Q5132766	Cliff Solway
Q3181380	John Drainie
Q79484	Cullman
Q641357	avant-garde metal
Q286298	Justyna Steczkowska
Q932649	Piano Concerto No. 3
Q6477568	Lake Rotopounamu
Q3109642	God's Money
Q949328	Saint-Louis-du-Nord Arrondissement
Q110018	Günter Baumann
Q16611528	Side Effects of You
Q1168018	Treasure of the Amazon
Q951235	Michel Talagrand
Q3640834	Blake Brettschneider
Q135395	Lauren Woodland
Q598834	Criciúma Esporte Clube
Q459912	Pola Illéry
Q1289871	Terry Carter
Q2414765	Café Titanic
Q871308	Pemex
Q6124887	Jake Nordin
Q5334977	Ed Hutchinson
Q7526014	Sir Anthony Jackson
Q6249503	John Morris Russell
Q386331	Grande River
Q193803	Roger Penrose
Q3054638	Enrico Medioli
Q3050175	Paws
Q15456249	Joy Lynn White
Q886675	My Bloody Valentine
Q91480	Reimut Reiche
Q1708537	Wanderlust
Q5239607	David Seaborg
Q445648	Kaki King
Q710275	Dorian Shainin
Q782091	William Smith
Q4705737	Alakdana
Q206503	Ishmael
Q4087249	David Bispham
Q311162	Nabil El Zhar
Q629400	Dark Earth
Q4817190	Atom.com
Q1348016	Punishment Park
Q1881393	Mest
Q4893720	Bernard Vonnegut, Sr.
Q316431	R. A. Salvatore
Q3452762	Pelham Manor
Q910975	Seyhan River
Q2135	Winnipeg
Q7462410	Shaikh Ayaz
Q572500	Doom 3: Resurrection of Evil
Q5310154	Dual Alibi
Q13052590	Gurgen Janibekyan
Q2216658	The Wife of Bath's Tale
Q6145827	James Wright
Q6230926	John E. Smith
Q370910	Delio Rossi
Q749313	Doraemon: Nobita's Dinosaur 2006
Q101380	Hugo Fischer-Köppe
Q2980608	Sven-Olof Walldoff
Q6929566	Mridula Koshy
Q7503089	Show of Hands
Q16554	Denver
Q585176	Roswell
Q3617706	Anna Foglietta
Q6429130	Kong Kam Kong Keo
Q57686	Gedeon Burkhard
Q5272704	Dick Brennan
Q2337416	Stefan Rieß
Q3438380	Rodolphe Tissot
Q7348606	Split Rock Dam
Q7755932	The Palace of Angels
Q15676272	Villa!!
Q650220	Charles Christopher Parry
Q1367166	Marion Brown
Q16017600	Paris Theodore
Q3514179	Private Hell 36
Q7927461	Victory Bateman
Q12881086	Michalis Oikonomou
Q310213	Anton Graff
Q5874620	Hob Gadling
Q6831848	Michael Kenworthy
Q4760598	Andy Dickens
Q639795	Toni
Q353698	Sima Yi
Q6253448	John Prior
Q100255	Paul Schäfer
Q1502208	City of Maribyrnong
Q7261674	Purvis Young
Q6362215	Kang Jung-hun
Q1825272	Lilongwe River
Q2596218	Night of the Demons
Q7727538	The Cook, the Thief, His Wife & Her Lover
Q1480218	12202 Toddgregory
Q1600664	Heinz Moog
Q78098	Wilhelm Launhardt
Q6183527	Jerry E. Hinshaw
Q6846982	Mike Gentile
Q16010146	Harold Theobald
Q2565823	Randy White
Q4718742	Alexander Donoghue
Q2947026	Cesare Previti
Q320309	Benny Greb
Q7818482	Tomasz Szczypiński
Q1206920	Devin the Dude
Q131272	soul music
Q3806638	James Lang
Q6394852	Kesang Marstrand
Q91955	Paul Deichmann
Q20649901	The Rapture
Q978957	Marcelo Carballo
Q6009632	In Her Skin
Q3521960	The Mystery of the Druids
Q4175343	Dimitry Elyashkevich
Q302762	Barry Manilow
Q1049571	Albert Johanneson
Q4987209	Bulan Tertusuk Ilalang
Q3852554	Maurizio Chiari
Q1179806	Alan Thompson
Q3076144	Women in Trouble
Q3195188	Kenneth M. Taylor
Q1297949	Egil Kapstad
Q213887	Pat Metheny
Q681849	XING
Q435398	Eagle-Eye Cherry
Q7677323	Takashi Ishikawa
Q5443895	Ferdinand Richard
Q754960	Chillum
Q178070	Bamako
Q5560594	Gil Reavill
Q1345420	Hisham Zreiq
Q2478982	South Woodbridge
Q2685326	Ancilla van de Leest
Q7086686	Olga Souza
Q2346745	Chantal Daucourt
Q7990514	Whale Talk
Q3323969	Morgan Creek Entertainment
Q950542	Gilles Carle
Q12588794	Kim Ji-soo
Q931844	...For the Kids
Q3826510	Royall Tyler
Q7364640	Ronald Allen Harris
Q618194	Fairies
Q525987	The Terror State
Q3156600	J'ai quelque chose à vous dire
Q3031096	Vijay Raaz
Q59670	Columbia
Q2394556	Black City Parade
Q238912	Lindsay Crouse
Q1619629	The New Fred and Barney Show
Q688860	Armored
Q1903018	Arcade Pool
Q5543294	George Pechiney
Q920988	Samuel Simons
Q16725405	Kongjwi and Patjwi
Q847135	The Detonator
Q7956227	WTKE-FM
Q16980548	Fed Up
Q57231	Tom Tykwer
Q110060	Marshall Warren Nirenberg
Q4896911	Best of Dolly Parton, Vol. 3
Q43440	Giosuè Carducci
Q2550119	Mockingbird Don't Sing
Q5239824	David Sinclair
Q13863	Negros Oriental
Q7505585	Shut Up and Shoot Me
Q1060210	Prince Rostislav Alexandrovich of Russia
Q7848498	Trygve Wettre
Q112153	Ernst Weiss
Q457250	Henry Hathaway
Q207544	L. Frank Baum
Q1675435	It's a Free World...
Q1713599	Rudolf Münger
Q2370912	Sven Authorsen
Q1130867	Blade of Fire
Q5618316	Gun Glory
Q485176	Pasadena
Q3089735	Frédéric Courant
Q41819	Kansas City
Q5112090	Christopher Chenery
Q204943	Brian Jones
Q3271890	R Horologii
Q8013677	William Johnson
Q7747221	The Life of the Party
Q211436	Visayas
Q925843	Sugar Daddies
Q131335	Sioux Falls
Q463940	Nakayama Yoshiko
Q8418	handball
Q5221841	Daqui Pro Futuro
Q7732397	The Escape Artist
Q7781462	Theo Kogan
Q31355	Fly from Here
Q5290641	Dominic Samuel
Q2663470	Vilhelms Purvītis
Q6114793	Jack Reilly
Q3794894	The Monster That Challenged the World
Q3908441	All Is Well
Q651974	Walter Jellinek
Q3822568	La giusta distanza
Q309996	Namco
Q13557	Timo Nieminen
Q1058046	Wives and Lovers
Q1766420	The Door in the Floor
Q7782026	Theodore S. Westhusing
Q1018317	Fairborn
Q1718539	Regina Ziegler
Q163490	Sidon
Q19998	Papercut
Q472411	Tony Haygarth
Q694852	Mitchell Weiser
Q2325234	The Tower of Lies
Q17019004	Lancashire Hustler
Q7819944	Tommy Traynor
Q3772269	Glider Rider
Q709358	Arthur Findlay
Q518437	Ranee Lee
Q456041	Alexandre Bilodeau
Q3811137	Juliet Prowse
Q3284345	Power Rangers Lightspeed Rescue
Q6767345	Mark Dempsey
Q1563359	Nervia
Q15059463	Morgan Taylor Reid
Q3242848	First War of Scottish Independence
Q2413607	Shelter
Q975648	Margaret Whitton
Q6701878	Luke Clark
Q940066	The Dark Half
Q12564	Loir-et-Cher
Q2450198	Daniel Aquino Pintos
Q5991173	Iffat Rahim
Q156911	Wings of Desire
Q959677	Allan Dwan
Q1353571	Fabio Frittelli
Q5223897	Darling, How Could You!
Q1482311	Battle of Lake Vadimo
Q1645442	Portlandia
Q494614	Sierra Entertainment
Q94663	Ionia County
Q15229043	Beautiful Rewind
Q4641115	5 Ingredient Fix
Q18125	Manchester
Q6368543	Karaoke Remix Vol.1
Q1637250	Walden Media
Q1579557	Hans Freudenberg
Q786963	Aerius of Sebaste
Q9962	Stede Broec
Q441537	Frances Wright
Q7090624	Omoni Oboli
Q5491730	Franklin P. Backus
Q7025204	Nicholas Christopher
Q907767	Doctor Strange
Q3150637	Indy Racing 2000
Q849619	Lynwood
Q1018174	Butthole Surfers
Q498105	A Better Tomorrow
Q6166687	Jay Harris
Q6696069	Lucas
Q423563	Molana Abdul Ghani Hanbhi
Q6816616	Mendez vs. Westminster: For All the Children
Q5493032	Frans van Stampart
Q7733953	The Final Winter
Q7820845	Tone Poems 2
Q493710	Savage Garden
Q535157	Valentin Lebedev
Q6880158	The Spy: Undercover Operation
Q31637	Jafar Panahi
Q3531872	Pasupuleti Kannamba
Q4651514	AFL
Q2389302	Stella Ambler
Q5174096	Cosmic Ray
Q229351	Tamara de Lempicka
Q6929751	Mrs. Fitzherbert
Q7651124	Suzie Wilks
Q1797785	L. Neil Smith
Q6212840	Joe Wagner
Q1191639	5730 Yonosuke
Q170539	parody
Q92729	Franz Baader
Q344107	Marc Janko
Q5547560	Georgia Institute of Technology Historic District
Q1329633	Los Angeles Sparks
Q3276938	Charles Babbage Institute
Q3312381	Microsoft International Soccer 2000
Q960475	Behind the Lines
Q7549989	Sobho Gianchandani
Q1607373	Vidhu Vinod Chopra
Q7159763	Pedro Matías
Q2347223	Steve Niles
Q16234345	Jordan Zumwalt
Q918502	Bruce Hornsby
Q7650869	Suzanne Haik Terrell
Q7577021	Spider Forest
Q4634489	30 Days of Night: Immortal Remains
Q15971368	John Baker White
Q1970615	Robert Toombs
Q7146481	Patrick Farrelly
Q4873418	Joe Andruzzi
Q6303290	Judith Berman
Q16208163	Shon Gables
Q2988912	Aleš Šteger
Q791112	Iuliu Baratky
Q7526274	Sir Charles Palmer, 1st Baronet
Q5453883	First Texas Navy
Q2562915	Ernie Calverley
Q4806749	Asian Stories
Q5750157	Hi-De-Ho
Q6646358	Listen Now
Q697388	Tru Calling
Q379367	Robert Stawell Ball
Q127892	Paraná River
Q11518112	Midori Kinouchi
Q265682	Vadstena
Q229134	Christine Baranski
Q6916132	Moshe Mishaelof
Q6371395	The Barton Mystery
Q2745542	Lick the Star
Q6211089	Joe Malenko
Q500088	DreamWorks Animation
Q1297736	Gyula Szersén
Q1175001	David Kitt
Q218	Romania
Q174992	12:01
Q153597	Lee Taemin
Q869106	EA Sports
Q2591696	Wolfgang Wehowsky
Q961305	Spider-Man Unlimited
Q1128045	Crowded House
Q1762791	The George Raft Story
Q4885320	Ben Bowditch
Q1538264	Sheriff
Q294927	Jerry Lewis
Q1343613	Garou: Mark of the Wolves
Q977057	John Burnside
Q7332420	Riddim Driven – X5
Q17182528	James Ward Byrkit
Q587036	Enchantress
Q1975198	Rickettsiaceae
Q3790184	Richard Connell
Q11897237	LCD games from The Legend of Zelda series
Q1143139	Gex: Enter the Gecko
Q4719500	Alexander Macfarlane
Q350105	Patrick Allotey
Q2388717	Comverse
Q2394683	Barry McGuigan
Q16193438	Toby Williams
Q7372811	Roy Foster
Q4955757	Brain Droppings
Q5096245	Chicken Hawks
Q375874	Wilson S. Bissell
Q829	Utah
Q7283094	Ragini
Q2556156	Dan Harris
Q4373826	Last Light
Q2506798	Red Banner Textile Factory
Q437970	Ryan Adams
Q5569186	Glenn Wilson
Q5921964	Howie Camnitz
Q5376180	Endless Night
Q7298475	Raylee Johnson
Q211109	Alexander III of Scotland
Q720087	Petaluma
Q44993	Max Joseph von Pettenkofer
Q124538	Melchior Berri
Q173637	Ice Cube
Q171977	Tokugawa Ieyasu
Q886794	William Burton
Q1266725	Fadil Hadžić
Q515273	Katatonia
Q63656	Carl Mayer von Rothschild
Q5299663	Double Bang
Q3149948	Bali
Q165603	IV
Q349420	Fabolous
Q15044672	Syren (band)
Q2860647	Arcisse de Caumont
Q4863234	Barrancas River
Q102155	Kristin Meyer
Q931826	Petter Adolf Karsten
Q910912	Paranoid
Q426436	Heart Like a Wheel
Q3809316	John Harris
Q1142016	Lit
Q20921	Daejeon
Q7377585	Rudy Carpenter
Q59450	Sebastián Sciorilli
Q17411555	Ihsan Tarore
Q2662597	Paolo de la Haza
Q1140960	Sonic Team
Q842256	musical film
Q1025076	Keswick
Q1587932	For My Father
Q6688761	Louise Goffin
Q764734	Prisoner of the Mountains
Q7093459	One for All
Q1706182	Jack Rowe
Q3839051	Lucy Ratcliffe
Q4952351	Boyd Irwin
Q188646	Lucan
Q440668	Jane Wiedlin
Q509604	Fortuna
Q2616094	Corinna Harney
Q3760870	Gerald O'Collins
Q4162580	The Dragon's Net
Q2017909	Peter Schrøder
Q8033685	Woody Meets Davy Crewcut
Q5155097	Commuter Husbands
Q586776	Guy Endore
Q238356	Samantha Bond
Q5612072	Grumpy Old Men
Q101919	August Müller
Q621679	Alexander Aitken
Q4912549	Billy Fitchford
Q1331932	Peravia Province
Q1533610	God Gave Rock 'N' Roll to You II
Q1217573	Rising Sun
Q6198754	Jim Walsh
Q74744	Elena Donaldson-Akhmilovskaya
Q6099462	Somewhere in Between
Q2143840	Battle of Camp Wildcat
Q1517084	The Medic
Q5229706	Dave Robinson
Q1533639	Two in the Wave
Q72660	Peter Reichensperger
Q3568860	William Ouseley
Q5511949	G-mik
Q15116549	Frances Richards
Q2642689	Alexander Mitchell
Q494789	Christmas in August
Q580408	Johnny Warren
Q3490321	Sondra Bianca
Q3438072	Rod Beck
Q5340376	Eduard Boltrushevich
Q5530632	Gemini
Q753497	Exciter
Q796061	Frigyes Hollósi
Q3376507	Peter Cincotti
Q1139035	Need for Speed II
Q7173432	Peter Craig
Q548652	Bento Gonçalves
Q6947714	Myles Weston
Q3568667	William Grant Stairs
Q7749465	The Magic School Bus In the Time of the Dinosaurs
Q868139	Paolo Acerbis
Q1705928	Ajay Pohankar
Q13582652	civil engineer
Q148416	22495 Fubini
Q905949	Lev Aleksandrovich Chugaev
Q1056757	Cesare Canevari
Q207901	Francisco de Orellana
Q152870	4170 Semmelweis
Q372364	Auglaize County
Q253918	melodic death metal
Q215300	Jordin Sparks
Q2070181	E.N.G.
Q626406	Arash Borhani
Q145034	1870 Glaukos
Q3520510	Ashok Mankad
Q679630	Slap Her... She's French
Q7033389	Night Owl
Q192541	Ctesiphon
Q7621052	Straight Up
Q3985991	The Black Cobra 2
Q41076	Mariah Carey
Q6740586	Mal Brough
Q3156715	J-League Eleven Beat 1997
Q5743129	Heroes Shed No Tears
Q42201	independent music
Q1242187	Anna Pálmai
Q107226	The Bourne Ultimatum
Q90792	Günter Kuhnke
Q6779293	Mary Darling
Q510487	fiddle
Q1445443	Domenico Vandelli
Q7152063	Paul Logasa Bogen
Q1687797	Jerry Azumah
Q16987	Nord-Pas-de-Calais
Q538041	Habitat
Q6829553	Michael Cronin
Q10860861	There Are Things You Don't Know
Q7770654	The Truth Is That You Are Alive
Q585939	Donkey Kong Country Returns
Q3634007	Kishan Maharaj
Q174481	Doki Doki Majo Shinpan!
Q16995604	Hittin' the Road
Q740848	Nestor Kukolnik
Q3484945	Singapore
Q611488	Oswaldo Henríquez
Q6550036	Lin Houston
Q17485450	Guy's Grocery Games
Q289040	Mathilde Seigner
Q6219938	Gustaf Unger
Q1532162	Ibrahim Labyad
Q1382535	Ivan Galamian
Q3246684	Three billion without elevator
Q3736010	Exodus
Q7344341	Robert Finigan
Q917254	Fair Game
Q4854547	Bandhalu Anubandhalu
Q2906991	Yisrael Ariel
Q15629259	Dead Man's Trail
Q340	Montreal
Q233077	Fulvia
Q1036	Uganda
Q5084983	Charlie Harding
Q1827700	Lisa Arrindell Anderson
Q5691507	Heap Big Hepcat
Q567	Angela Merkel
Q4828099	Avenging Spirit
Q613727	Hot Milk
Q6768431	Mark Kramer
Q49111	Cambridge
Q27541	Ružomberok
Q7328348	Richard Pelletier
Q189382	King Crimson
Q6196721	Jim McArthur
Q2900179	Better Luck Tomorrow
Q3209424	The Real Glory
Q7771404	The Understudy
Q5108255	Chris Thomas
Q624731	Ghost House
Q3101981	George W. Trendle
Q1852084	libertarian socialism
Q1092014	Petra
Q11174813	Jook Walraven
Q127367	The Lord of the Rings: The Fellowship of the Ring
Q3840520	Luke's Late Lunchers
Q539375	Matías Mirabaje
Q2355053	Mariano González Maroto
Q966565	Tex Ritter
Q113715	Felix Ehrenhaft
Q159048	Katsura Tarō
Q4660686	A Wizard Abroad
Q15999060	Frank Welch
Q432504	4796 Lewis
Q854729	Jenő Huszka
Q8018103	William Sanders Scarborough
Q270178	David Koepp
Q925421	Seed of Chucky
Q5292369	Don Cameron
Q288040	Tonina Torrielli
Q241087	Alda Merini
Q432963	Mirai Yamamoto
Q9089773	Tribes Hill
Q824206	Whitney Robson Harris
Q489477	Murray County
Q3986440	The Cowboy and the Lady
Q452019	Cameron Bright
Q1646629	Inside Job
Q4866147	Bas Sheva
Q6077027	Pituka de Foronda
Q7033245	Night Catches Us
Q7052018	Norman Buckley
Q7268527	Quake
Q16248371	The Amateur Gentleman
Q7191383	Pieces
Q439095	Rik Mayall
Q96740	Cosmo Klein
Q105460	John Denver
Q227	Azerbaijan
Q2064713	Vadym Rybalchenko
Q3942012	Roy Kayara
Q334078	Richard Haldane, 1st Viscount Haldane
Q83791	Saving Grace
Q7634933	Sugar and Spice
Q639481	Ed Wood
Q30548	Hrazdan River
Q4899445	Q4899445
Q3518373	Teri Meri Kahaani
Q7487831	Shan Serafin
Q235321	Jill Stein
Q5929201	Jennifer Metcalfe
Q6184250	Jerry Pinkney
Q23129	Herefordshire
Q66251	Ernst-Günther Baade
Q703369	Walter Sickert
Q924135	Rang De Basanti
Q5160040	Confessions of a Window Cleaner
Q15709552	Shakespeare Tower
Q7843722	Tripp Welborne
Q355300	Richard Curtis
Q10854920	Way Of Life
Q1074403	Chino & Nacho
Q500880	Waushara County
Q433107	Matthew Shipp
Q1227531	Marcello Giombini
Q7400497	Sainik
Q188478	Brăila
Q1978446	Philip Rosedale
Q466063	Laraine Day
Q1259466	The Strangers
Q6893603	Mohan Upreti
Q1768977	Fire Emblem
Q7131054	Panic
Q190216	Laconia prefecture
Q1066296	Charles Van Wyck
Q10524798	Rubén Primo Iznardo
Q1702715	Blowing Wild
Q863057	Billy Collins
Q4688807	Afaq Hussain
Q2014779	Abandon de poste
Q321055	Charles Merivale
Q668083	Seven Wishes
Q7407878	Sam McDaniel
Q554063	Lola und Bilidikid
Q4764060	Angus Allan
Q6130695	James C. Dozier
Q730901	Chris Bourque
Q6551877	Linda Otto
Q3319082	Thomas MacDonagh
Q1058262	Sodam Yat
Q5388023	Erich Friedrich
Q1192946	All Creatures Great and Small
Q308999	Battle of Leyte Gulf
Q2416431	Adrián Gunino
Q1144211	Thin Ice
Q17001357	Currents
Q3497323	Kunal Khemu
Q638356	A Reason to Live, a Reason to Die
Q886784	David Hall
Q951025	Marc Lavoine
Q924232	Vince Gill
Q7106133	José María Ponce Ramirez
Q6160800	Jarosław Boberek
Q7794794	Thomas W. Wigle
Q1854	Ho Chi Minh City
Q1561366	Günther Brandt
Q7602400	Starshatter: The Gathering Storm
Q516898	André Bahia
Q4543172	(35317) 1997 AQ23
Q12055750	T. J. Cunningham
Q1910980	Simon Jelsma
Q7764620	The Skies are Closer in Homesh
Q7770753	The Turning Point
Q3753573	From Hand to Mouth
Q8070207	Zhang Hongbao
Q7285361	Raj Singh Arora
Q1484696	10647 Meesters
Q5364761	Ellen Biddle Shipman
Q775902	Max Weiler
Q6468196	Laced with Romance
Q1887332	Triage
Q335921	Þórunn Sveinbjarnardóttir
Q718581	Daron Acemoğlu
Q3988095	The Lost Paradise
Q1396278	Chase Masterson
Q265819	Mary Philbin
Q2415347	Deadly Blessing
Q60854	Johannes Valentinus Andreae
Q7380889	Rushworth Kidder
